Account_No,Month_ID,Product_Category,Revenue
25757967,130,Support,29
28585967,132,Online Products,29
28585967,130,Online Products,29
28585967,123,Online Products,29
28585967,135,Online Products,29
28787619,131,Services,29
37878619,120,Services,29
46363184,133,Online Products,29
47878124,133,Online Products,29
47878124,132,Online Products,29
47878124,136,Online Products,29
47878124,134,Online Products,29
54747520,127,Support,29
56060521,121,Services,29
62222521,127,Services,29
63232104,135,Support,29
67676520,133,Support,29
67676520,131,Support,29
68181140,135,Services,29
68888108,121,Support,29
68888108,126,Support,29
84343952,137,Support,29
86666127,126,Support,29
93030881,124,Services,28
93030881,122,Services,28
98888105,132,Online Products,28
1111978,126,Services,28
20505214,125,Online Products,28
23232619,137,Services,28
23232619,138,Services,28
23232619,124,Online Products,28
23232619,135,Services,28
23232619,122,Online Products,28
33232954,132,Support,28
33232954,134,Support,28
58585974,127,Support,28
62222521,137,Services,28
68888109,138,Online Products,28
70202109,130,Services,28
76969156,120,Support,28
78585797,129,Services,28
86666127,125,Support,28
93030881,121,Services,27
93030881,120,Services,27
1515106,127,Support,27
19292522,123,Support,27
20505214,124,Online Products,27
28585967,121,Online Products,27
32828134,121,Online Products,27
32828134,122,Online Products,27
33232954,137,Support,27
35757522,127,Online Products,27
42222594,135,Services,27
53535951,123,Services,27
54747520,129,Support,27
54747520,125,Support,27
56060521,120,Services,27
68888108,120,Support,27
70909614,129,Online Products,27
77272172,128,Services,27
82525594,125,Services,27
87373132,136,Support,27
93030881,127,Services,26
94949603,130,Online Products,26
22222619,133,Services,26
23232619,127,Online Products,26
28585106,123,Support,26
29595212,122,Online Products,26
33232954,133,Support,26
42222594,133,Online Products,26
42222594,132,Online Products,26
47878124,131,Online Products,26
47878124,130,Online Products,26
47979520,123,Online Products,26
58585974,128,Support,26
58585974,124,Support,26
62222521,138,Services,26
64747111,120,Online Products,26
67676520,134,Support,26
76161172,135,Services,26
78585797,132,Services,26
78989797,125,Services,26
96060112,135,Services,25
98181100,125,Services,25
98989124,120,Support,25
16767845,129,Support,25
19292213,125,Services,25
22222619,132,Services,25
22222619,131,Services,25
23737520,128,Online Products,25
33232954,127,Support,25
42222594,130,Online Products,25
42222594,134,Online Products,25
43333143,129,Services,25
54747520,128,Support,25
58585974,126,Support,25
67676520,125,Support,25
70202603,123,Support,25
78989797,126,Services,25
79292960,121,Online Products,25
79292960,125,Online Products,25
79292960,126,Online Products,25
79292960,120,Online Products,25
79292960,123,Online Products,25
79292960,122,Online Products,25
81414521,129,Services,25
81414521,131,Services,25
93737603,137,Support,24
1111978,136,Online Products,24
18585971,121,Services,24
18585971,120,Services,24
18888143,121,Support,24
22222619,129,Online Products,24
22222619,121,Online Products,24
22222619,133,Online Products,24
22222619,125,Online Products,24
22222619,137,Online Products,24
22222619,127,Online Products,24
22222619,126,Online Products,24
22222619,138,Online Products,24
22222619,120,Online Products,24
22222619,132,Online Products,24
22222619,131,Online Products,24
22222619,128,Online Products,24
22222619,130,Online Products,24
22222619,130,Services,24
22222619,124,Online Products,24
22222619,136,Online Products,24
22222619,123,Online Products,24
22222619,135,Online Products,24
22222619,122,Online Products,24
22222619,134,Online Products,24
23737520,129,Online Products,24
23737520,132,Online Products,24
23737520,131,Online Products,24
23737520,130,Online Products,24
27979953,124,Online Products,24
38787160,135,Online Products,24
39494140,121,Online Products,24
39494140,125,Online Products,24
39494140,126,Online Products,24
39494140,120,Online Products,24
39494140,123,Online Products,24
42222594,131,Online Products,24
47979520,129,Online Products,24
59393604,138,Support,24
62222521,132,Services,24
78484937,125,Services,24
78484937,130,Services,24
78484937,123,Services,24
81414521,133,Services,24
81414521,132,Services,24
81414521,130,Services,24
84343952,133,Support,24
84343952,134,Support,24
88989184,128,Online Products,24
89393974,126,Online Products,24
91111105,121,Online Products,23
93939111,123,Online Products,23
12727521,125,Support,23
2020106,138,Support,23
33232954,122,Support,23
39494140,124,Online Products,23
39494140,122,Online Products,23
53535951,131,Online Products,23
58585974,125,Support,23
59393604,129,Support,23
59393604,133,Support,23
59393604,132,Support,23
59393604,130,Support,23
59393604,135,Support,23
67676520,137,Support,23
68484104,125,Support,23
68484104,126,Support,23
68484104,128,Support,23
70202603,125,Support,23
78484937,133,Services,23
78484937,126,Services,23
78484937,131,Services,23
78585797,128,Services,23
78989797,124,Services,23
80808594,127,Services,23
80808594,126,Services,23
80808594,128,Services,23
81414521,134,Services,23
83232144,129,Online Products,23
84242119,138,Online Products,23
13535109,129,Services,22
16767845,131,Support,22
18888143,123,Support,22
18888143,122,Support,22
2020106,137,Support,22
22222619,129,Services,22
38787160,133,Online Products,22
38787160,137,Online Products,22
38787160,138,Online Products,22
38787160,132,Online Products,22
38787160,131,Online Products,22
38787160,136,Online Products,22
38787160,134,Online Products,22
39494140,127,Online Products,22
41515165,121,Online Products,22
47070521,122,Online Products,22
59393604,137,Support,22
59393604,131,Support,22
59393604,136,Support,22
59393604,134,Support,22
68484104,124,Support,22
68484104,123,Support,22
70202603,130,Support,22
72828185,129,Online Products,22
76969156,121,Support,22
78484937,129,Services,22
78484937,137,Services,22
78484937,128,Services,22
78484937,124,Services,22
78484937,135,Services,22
78989797,127,Services,22
79090106,127,Services,22
79090106,128,Services,22
81414521,128,Services,22
82222183,132,Online Products,22
88989184,127,Online Products,22
94242594,127,Services,21
95555132,128,Services,21
98181100,124,Services,21
99191119,129,Online Products,21
1111978,124,Services,21
1515106,122,Support,21
18888143,124,Support,21
38787160,124,Online Products,21
42222594,126,Online Products,21
42222594,128,Online Products,21
46363184,132,Online Products,21
50101975,138,Services,21
53535951,129,Online Products,21
53535951,130,Online Products,21
68484104,121,Support,21
68484104,127,Support,21
68484104,120,Support,21
73737106,136,Online Products,21
77272172,130,Services,21
78484937,127,Services,21
78484937,136,Services,21
78484937,134,Services,21
8383524,124,Support,21
91313118,123,Online Products,20
95555132,127,Services,20
99595119,133,Online Products,20
99595119,137,Online Products,20
99595119,138,Online Products,20
99595119,136,Online Products,20
99595119,134,Online Products,20
19292213,122,Services,20
27575845,138,Support,20
32222153,123,Online Products,20
3333165,137,Support,20
3333165,138,Support,20
38787160,127,Online Products,20
42222594,127,Online Products,20
59393604,128,Support,20
61010101,128,Services,20
61010521,130,Services,20
63131124,130,Online Products,20
69898614,132,Services,20
71515614,136,Support,20
76161797,125,Online Products,20
76161797,126,Online Products,20
76161797,128,Online Products,20
76161797,124,Online Products,20
76161797,123,Online Products,20
78484937,138,Services,20
78484937,128,Online Products,20
1111978,137,Online Products,19
1111978,122,Services,19
1515106,126,Support,19
16767845,130,Support,19
22525845,131,Online Products,19
23535619,121,Services,19
23535619,125,Services,19
23535619,120,Services,19
23535619,128,Services,19
23535619,130,Services,19
23535619,123,Services,19
24343524,130,Online Products,19
28585106,127,Support,19
35757522,128,Online Products,19
43333143,127,Services,19
43333143,128,Services,19
43333143,122,Services,19
47070521,124,Online Products,19
51515521,132,Online Products,19
53535951,122,Services,19
54040604,127,Services,19
58080144,137,Online Products,19
58080144,138,Online Products,19
70505960,120,Services,19
75252392,135,Online Products,19
76161797,127,Online Products,19
79292522,120,Support,19
79292522,123,Support,19
84545141,125,Online Products,19
84545141,126,Online Products,19
91313118,123,Services,18
93636603,121,Services,18
93636603,125,Services,18
93636603,126,Services,18
93636603,120,Services,18
93636603,123,Services,18
94242594,126,Services,18
94343523,138,Support,18
95555132,129,Services,18
98888105,131,Online Products,18
98888105,130,Online Products,18
99191119,128,Online Products,18
13737605,123,Services,18
1515106,121,Support,18
18888143,120,Support,18
19292213,120,Services,18
19292522,124,Support,18
23535619,129,Services,18
23535619,126,Services,18
23535619,131,Services,18
23535619,124,Services,18
23535619,122,Services,18
24343524,129,Online Products,18
32626963,122,Support,18
33636619,125,Support,18
39090963,121,Online Products,18
39090963,120,Online Products,18
39090963,124,Online Products,18
39090963,123,Online Products,18
39090963,122,Online Products,18
40606134,120,Online Products,18
43333143,126,Services,18
43333143,123,Services,18
47070521,123,Online Products,18
51515521,131,Online Products,18
58080144,136,Online Products,18
64545520,133,Online Products,18
64545520,137,Online Products,18
64545520,138,Online Products,18
64545520,132,Online Products,18
64545520,131,Online Products,18
64545520,130,Online Products,18
64545520,136,Online Products,18
64545520,135,Online Products,18
64545520,134,Online Products,18
68484104,129,Support,18
68888109,124,Online Products,18
70909614,128,Online Products,18
72727797,127,Services,18
72828185,133,Online Products,18
72828185,137,Online Products,18
72828185,138,Online Products,18
72828185,132,Online Products,18
72828185,131,Online Products,18
72828185,130,Online Products,18
72828185,136,Online Products,18
72828185,135,Online Products,18
72828185,134,Online Products,18
73737106,137,Online Products,18
79292522,121,Support,18
79292522,124,Support,18
79292960,124,Online Products,18
84545141,129,Online Products,18
93636603,124,Services,17
93636603,122,Services,17
94949603,127,Services,17
98080522,137,Support,17
99595119,132,Online Products,17
99595119,135,Online Products,17
1111978,125,Services,17
1111978,135,Online Products,17
12828111,126,Services,17
12929521,126,Support,17
1414111,138,Services,17
2020106,135,Support,17
23535619,127,Services,17
28585106,122,Support,17
33232954,120,Services,17
33636619,120,Support,17
38787160,121,Online Products,17
